Unique ID,Typ,Title,CE Start Date,CE End Date,AH Start Date,AH End Date,Date photograph taken,Date Qualif.,Medium,Technique,Measurements,Artist,Orig. Location,Collection,Inventory #,Folder,Photographer,Copyright for Photo,Image Quality,Image Rights,Published in,Notes
XX_MCATAKU_DTP104950,Publication,City and Culture,,,,,,,,,,,,Muslim Civilisations Abstracts - The Aga Khan University,DTP104950,,,,https://archnet-3-prod-iiif-cloud-c0fe51f0b9ac.herokuapp.com/public/resources/fb919093-7720-4b76-b224-5bfb342f1f7b/content,https://archnet-3-prod-iiif-cloud-c0fe51f0b9ac.herokuapp.com/public/resources/fb919093-7720-4b76-b224-5bfb342f1f7b/iiif,,
XX_MCATAKU_DTP104743,Publication,Kent ve Kültür,,,,,,,,,,,,Muslim Civilisations Abstracts - The Aga Khan University,DTP104743,,,,https://archnet-3-prod-iiif-cloud-c0fe51f0b9ac.herokuapp.com/public/resources/69da5e3b-d3a8-4e47-987e-1e05fc5f0a11/content,https://archnet-3-prod-iiif-cloud-c0fe51f0b9ac.herokuapp.com/public/resources/69da5e3b-d3a8-4e47-987e-1e05fc5f0a11/iiif,,
XX_MCATAKU_DTP104452,Publication,"Anadolu Kentleri, Anadolu’nun Kenti İstanbul",,,,,,,,,,,,Muslim Civilisations Abstracts - The Aga Khan University,DTP104452,,,,https://archnet-3-prod-iiif-cloud-c0fe51f0b9ac.herokuapp.com/public/resources/6c5dec29-ff00-46e4-a8c4-2135c8469829/content,https://archnet-3-prod-iiif-cloud-c0fe51f0b9ac.herokuapp.com/public/resources/6c5dec29-ff00-46e4-a8c4-2135c8469829/iiif,,
XX_MCATAKU_DTP104451,Publication,Anatolian Cities: Istanbul an Anatolian City,,,,,,,,,,,,Muslim Civilisations Abstracts - The Aga Khan University,DTP104451,,,,https://archnet-3-prod-iiif-cloud-c0fe51f0b9ac.herokuapp.com/public/resources/53db04d6-bbc0-4373-9d2d-21dc741d8761/content,https://archnet-3-prod-iiif-cloud-c0fe51f0b9ac.herokuapp.com/public/resources/53db04d6-bbc0-4373-9d2d-21dc741d8761/iiif,,
XX_EÖ_DTP102905,Publication,Elif Özdemir Project Briefs: Kasser Waterfall Hydroelectric Station and Energy Museum,,,,,,,,,,,,Elif Özdemir,DTP102905,,,,https://archnet-3-prod-iiif-cloud-c0fe51f0b9ac.herokuapp.com/public/resources/b6c9f73b-b808-45e7-b593-0945792d776b/content,https://archnet-3-prod-iiif-cloud-c0fe51f0b9ac.herokuapp.com/public/resources/b6c9f73b-b808-45e7-b593-0945792d776b/iiif,,
XX_AKAFA_DPC1227,Publication,Olbia Social Centre,,,,,,,,,,,,Aga Khan Award for Architecture,DPC1227,,,,https://archnet-3-prod-iiif-cloud-c0fe51f0b9ac.herokuapp.com/public/resources/0d9d5f7d-94b8-4d84-9530-294c6ad43c45/content,https://archnet-3-prod-iiif-cloud-c0fe51f0b9ac.herokuapp.com/public/resources/0d9d5f7d-94b8-4d84-9530-294c6ad43c45/iiif,,
XX_UNKNOWN_COL101940,Collection,Timeline: Seljuk of Rum (Anatolia) {1081-1307},,,,,,,,,,,,,COL101940,,,,,,,
XX_UNKNOWN_AS107821,Site,Koçak House and Selvinaz Tuncer House,,,,,,,,,,,Türkiye,,AS107821,,,,,,,
XX_UNKNOWN_AS107361,Site,Dwelling 1,,,,,,,,,,,Türkiye,,AS107361,,,,,,,
XX_UNKNOWN_AS101358,Site,Citadel Hamam,,,,,,,,,,,Greece,,AS101358,,,,,,,
XX_UNKNOWN_AS05926,Site,Seljuk Caravanserais,,,,,,,,,,,Türkiye,,AS05926,,,,,,,
XX_UNKNOWN_AN01126,Authority,Sadik Mercangöz,,,,,,,,,,,Türkiye,,AN01126,,,,,,,
XX_UNKNOWN_AN01125,Authority,Ibrahim Bastanoglu,,,,,,,,,,,Türkiye,,AN01125,,,,,,,
XX_UNKNOWN_AN00148,Authority,Cafer Bozkurt,,,,,,,,,,,Türkiye,,AN00148,,,,,,,
XX_<_DPC3637,Publication,Muqarnas Volume XXV: An Annual on the Visual Culture of the Islamic World. Frontiers of Islamic Art and Architecture: Essays in Celebration of Oleg Grabar's Eightieth Birthday,,,,,,,,,,,,<p>Brill</p>,DPC3637,,,,https://archnet-3-prod-iiif-cloud-c0fe51f0b9ac.herokuapp.com/public/resources/804efd4b-1190-4974-9808-ef25336889e7/content,https://archnet-3-prod-iiif-cloud-c0fe51f0b9ac.herokuapp.com/public/resources/804efd4b-1190-4974-9808-ef25336889e7/iiif,,
XX_AKAFA_DPC0004,Publication,Conservation as Cultural Survival,,,,,,,,,,,,Aga Khan Award for Architecture,DPC0004,,,,https://archnet-3-prod-iiif-cloud-c0fe51f0b9ac.herokuapp.com/public/resources/257bf90a-f9dc-4bc3-91a1-1404f48c3175/content,https://archnet-3-prod-iiif-cloud-c0fe51f0b9ac.herokuapp.com/public/resources/257bf90a-f9dc-4bc3-91a1-1404f48c3175/iiif,,
XX_UNKNOWN_IHA0663,Authority,Ertürk  Barlas,,,,,,,,,,,None,,IHA0663,,,,,,,
XX_UNKNOWN_IHA0662,Authority,Başak  Acınan,,,,,,,,,,,None,,IHA0662,,,,,,,
XX_UNKNOWN_IHA0661,Authority, Leyla Yılmaz,,,,,,,,,,,None,,IHA0661,,,,,,,
XX_UNKNOWN_AN104317,Authority,Aptin Khanbaghi,,,,,,,,,,,None,,AN104317,,,,,,,
XX_UNKNOWN_AN100047,Authority,Renata Holod,,,,,,,,,,,Ukraine,,AN100047,,,,,,,
XX_UNKNOWN_IHA0987,Authority,"Kaykavus I, Seljuk Sultan of Rum ",,,,,,,,,,,Türkiye,,IHA0987,,,,,,,
XX_UNKNOWN_AN02510,Authority,Elif Özdemir,,,,,,,,,,,Türkiye,,AN02510,,,,,,,
XX_UNKNOWN_AN00469,Authority,Dogan Tekeli,,,,,,,,,,,Türkiye,,AN00469,,,,,,,
